Review,DOI,Data,Reference,Species,k,,Reference,DOI_original,Order,Species,Kelp,Wrack,Lab,Killed
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0020161,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0012563,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea,0.0015102,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea,0.0009865,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea,0.0024579,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0080703,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0055067,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0051515,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0054877,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0033348,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.002521,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0358882,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0437308,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.028742,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0016858,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0022269,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0032268,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0945532,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0943977,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0941957,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0405587,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.056634,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0854597,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0644445,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0410962,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0092899,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0046295,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0068097,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0094999,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0133905,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0040513,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0332666,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0159078,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0233873,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0040497,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0059816,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,laminaria hyperborea ,0.0051032,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.006936,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0041591,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Filbee-dexter et al 2022,saccharina latissima,0.0072387,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Franzitta et al 2015,fucus vesiculosus,0.0913738,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Franzitta et al 2015,fucus vesiculosus,0.10031949,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2021,laminaria hyperborea ,0.027449079,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2021,laminaria hyperborea ,0.034870025,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2021,laminaria ochroelucha,0.008277501,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2021,laminaria ochroelucha,0.001405731,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2021,laminaria ochroelucha,0.016037852,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,0.004502483,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,7.09E-05,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,3.66E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,3.65E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,3.15E-04,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,9.77E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,1.94E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,7.62E-04,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria hyperborea ,1.25E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,0.008696812,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,0.015040592,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,3.73E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,8.51E-04,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,3.94E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,7.79E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,1.61E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,1.83E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Frontier et al 2022,laminaria ochroelucha,3.12E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gabrielson et al 1983,cladophora albida,0.00585,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,laminaria digitata,7.85E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,laminaria hyperborea ,3.15E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,saccharina latissima,4.58E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,saccorhiza polyschides,3.69E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,laminaria digitata,7.97E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,laminaria hyperborea ,3.60E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,saccharina latissima,4.50E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gilson et al 2021,saccorhiza polyschides,3.75E-03,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gladstone-Gallagher et al 2016,ecklonia radiata ,0.267286731,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gomez et al 2019,laminaria sp,0.782109495,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Gomez et al 2019,laminaria sp,1.898452384,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Hanisak 1993,gracilaria verrucosa,0.044411006,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Hanisak 1993,ulva lactuca,0.028964548,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Hanisak 1993,gracilaria verrucosa,0.012123146,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Hanisak 1993,gracilaria verrucosa,0.045220523,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Haram et al 2020,agarophyton vermiculophyllum,0.067,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Haram et al 2020,agarophyton vermiculophyllum,0.105,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Hunter et al 1976,fucus vesiculosus,0.039613303,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Hunter et al 1976,fucus vesiculosus,0.242871067,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Inglis 1989,macrocystis pyrifera,0.0262,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Inglis 1989,macrocystis pyrifera,0.0548,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Inglis 1989,macrocystis pyrifera,0.0189,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Ishii et al 2021,ulva ohnoi ,0.107488867,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Ishii et al 2021,undaria pinnatifida ,0.102124463,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Josselyn & Mathieson 1980,ascophyllum nodosum ,0.0538,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Josselyn & Mathieson 1980,ascophyllum nodosum ,0.0625,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Josselyn & Mathieson 1980,ascophyllum nodosum ,0.0764,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Josselyn & Mathieson 1980,fucus vesiculosus,0.0828,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Josselyn & Mathieson 1980,fucus vesiculosus,0.1097,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Josselyn & Mathieson 1980,fucus vesiculosus,0.0297,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kim et al 2021,corallina officinalis,0.055357707,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kim et al 2021,fucus vesiculosus,0.042432189,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kim et al 2021,ulva intestinalis,0.080264854,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 1994,fucus vesiculosus,0.046532355,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 1994,ulva lactuca,0.146541885,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.024538043,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.026331522,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.015733696,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.012717391,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.018097826,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.009945652,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.008315217,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Kristensen 2003,fucus serratus,0.003586957,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Krumhansl & Scheibling 2012,codium fragile,0.010947438,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Krumhansl & Scheibling 2012,saccharina latissima ,0.020473063,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lanari et al 2018,rhizoclonium sp,0.232,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lastra  et al 2018,saccorhiza polyschides,0.18,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lastra  et al 2018,saccorhiza polyschides,0.16,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lastra  et al 2018,saccorhiza polyschides,0.24,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lastra  et al 2018,saccorhiza polyschides,0.16,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lastra et al 2014,desmarestia menziesii,2.89E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lastra et al 2014,palmaria decipiens,1.58E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Litchfield 2020,ecklonia radiata ,0.06295,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Litchfield 2020,ecklonia radiata ,0.072807,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Litchfield 2020,ecklonia radiata ,0.075502,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Litchfield 2020,ecklonia radiata ,0.060255,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Liu et al 2019,cladophera spp,0.360377156,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Liu et al 2020,ulva lactuca,0.074276938,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Liu et al 2020,ulva lactuca,0.073957541,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2011,fucus vesiculosus,0.084,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2011,fucus vesiculosus,0.079,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2011,fucus vesiculosus,0.073,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2011,fucus vesiculosus,0.052,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.041,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.051,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.04,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.044,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.049,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.04,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.045,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.051,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.055,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.048,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.061,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Lopes et al 2017  ,fucus vesiculosus,0.055,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.00438,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.01359,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.00023,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.01262,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lichenoides,0.118,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lichenoides,0.116,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.101,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.111,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lichenoides,0.054,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lichenoides,0.076,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.068,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Luo et al 2022,gracilaria lemaneiformis,0.055,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,macrocystis pyrifera,2.40E-01,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,nereocystis luetkeana,2.00E+00,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,ulva sp,2.03E-01,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,fucus sp,9.95E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,macrocystis pyrifera,4.61E+00,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,nereocystis luetkeana,4.61E+00,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,ulva sp,4.61E+00,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,macrocystis pyrifera,1.97E-01,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,nereocystis luetkeana,1.07E+00,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,fucus sp,9.66E-02,,,,,,,,,
White & Norkko 2025,10.1111/1365-2745.70107,https://doi.org/10.5061/dryad.44j0zpcsb,Mews et al 2006,macrocystis pyrifera,4.61E+00,,,,,,,,,
