Data_sheet,Entry,Morphology_num,Genetics_Code,Date,Site,Depth_band,Depth_m,Lat_DD,Lon_DD,Quadrat,Bag_No,Quadrat_size,Species,Complete,New_blade_error,Old_blade_error,Stipe_length_cm,New_blade_length_cm,Old_blade_length_cm,X2nd_old_blade_length_cm,Total_blade_length_cm,New_blade_width_cm,Old_blade_width_cm,X2nd_old_blade_width,Blade_thickness_mm,Epiphyte_WW_g,Epiphyte_kelp_WW_g,Stipe_WW_g,Stipe_diameter_mm,Age,Epiphyte_percent_cover,Sporophyll_WW_g,New_blade_WW_g,Old_blade_WW_g,X2nd_old_blade_WW_g,Total_blade_WW_g,Holdfast_WW_g,Total_plant_WW_g,Notes,Reproductive,Location_Campaign,Total_plant_length_cm,Data_Sheet,Total_blade_width_cm,Sample,Stipe_diameter_distal_cm,Blade_thickness_mm_distal,epiphytes_.,Number_of_blades_or_digits,Length_1st_blade,Thallus_ww,Thallus_length,Blade_1_length_solidungula_cm,Num_blades_solidungula,Blade_thickness_distal_mm,Tattering_distal_cm,Blade_epiphyte_cm_distal,Epiphyte_notes,Epiphyte_percent_cover_on_stipe,Individuals,Notes_2,Site_Name,Length_cm_,Width_cm,Area_.5.sqr_,biomass_g_cor,Corrected_depth_m,Genus
NA,NA,NA,NA,08/09/2014,7,5,5,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,17.1,6.7,57.2,3.8,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,5,5,NA,NA,NA,3,NA,Ptilota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,NA,NA,NA,250,NA,Ptilota
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,1,NA,Laminaria solidungula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,196.9,34.9,3437.5,229.2,NA,Laminaria
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,85.4,36.8,1572.8,104.9,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,150.5,56.5,4252.6,283.5,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,1,NA,Ptilota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,NA,NA,NA,350,NA,Ptilota
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Laminaria solidungula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,152.4,27.3,2080.6,138.7,NA,Laminaria
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,133.7,41.3,2758.6,183.9,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,94.6,43.2,2042.7,136.2,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,142.2,43.8,3116.1,207.7,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Kelp fragments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,15.6,1.3,9.9,0.7,NA,Kelp
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,152.4,61,4645.2,309.7,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Kelp fragments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,NA,NA,NA,200,NA,Kelp
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,2,NA,Ptilota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,NA,NA,NA,550,NA,Ptilota
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,76.8,0,0,0,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,69.2,0,0,0,NA,Agarum
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,3,NA,Laminaria solidungula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,127.6,0,0,0,NA,Laminaria
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,3,NA,Laminaria solidungula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,180.3,0,0,0,NA,Laminaria
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,3,NA,Kelp fragments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,NA,NA,NA,25,NA,Kelp
NA,NA,NA,NA,08/09/2014,7,10,10,NA,NA,NA,3,NA,Ptilota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Davis Strait,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan's Bight,NA,NA,NA,600,NA,Ptilota
NA,NA,NA,NA,11/09/2014,9,5,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,0,0,0,0,NA,NA
NA,NA,NA,NA,11/09/2014,9,5,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,0,0,0,0,NA,NA
NA,NA,NA,NA,11/09/2014,9,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,0,0,0,0,NA,NA
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,60.3,46,1388.6,92.6,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,69.2,45.1,1560.3,104,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,53.7,33.7,902.9,60.2,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,49.2,31.8,781.2,52.1,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,50.8,35.9,911.3,60.8,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,35.9,26.4,472.7,31.5,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,1,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,23.8,17.1,204.1,13.6,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,61.6,36.2,1114.7,74.3,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,45.4,26.7,605.4,40.4,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,38.4,29.2,561.1,37.4,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,70.5,46.7,1644.9,109.7,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,38.7,33.7,651.8,43.5,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,37.8,24.1,455.8,30.4,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,37.5,26.7,499.6,33.3,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,2,NA,Kelp fragments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,NA,NA,NA,200,NA,Kelp
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,66.4,24.1,800.6,53.4,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,69.2,43.8,1516.3,101.1,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,75.2,30.2,1134.8,75.7,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,81.3,38.7,1574.2,104.9,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,45.1,36.8,830.2,55.3,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,3,NA,Agarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,57.8,35.2,1018.2,67.9,NA,Agarum
NA,NA,NA,NA,11/09/2014,9,10,10,NA,NA,NA,3,NA,Kelp fragments,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not reproductive,Labrador Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Makkovik,NA,NA,NA,350,NA,Kelp
2,181,NA,67,4/05/2025,ICE 3,5,5.1,64.04166,-22.127723,Q2,1,NA,Laminaria hyperborea,NA,NA,NA,60,60,NA,NA,NA,50,NA,NA,NA,58,NA,341,38,11,NA,NA,245,NA,NA,NA,47,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,Laminaria
2,182,NA,NA,4/05/2025,ICE 3,5,5.1,64.04166,-22.127723,Q2,1,NA,Laminaria hyperborea,NA,NA,NA,63,37,42,NA,NA,42,43,NA,NA,30,NA,333,49,11,NA,NA,177,208,NA,NA,15,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,Laminaria
1,160,NA,NA,4/05/2025,ICE 3,5,5.1,64.04166,-22.127723,Q1,10,NA,Laminaria hyperborea,NA,NA,NA,60,4,NA,NA,NA,4,NA,NA,NA,118,NA,131,36,10,NA,NA,4,NA,NA,NA,85,NA,Damaged blade,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,Laminaria
2,340,NA,35,5/03/2025,ICE 1,5,5.1,64.0489,-22.0617,Q2,6,0.25,Laminaria hyperborea,NA,NA,NA,55.5,60,NA,NA,NA,60,NA,NA,NA,7,NA,210,30,10,NA,NA,282,NA,NA,NA,NA,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Laminaria
2,349,NA,39,5/03/2025,ICE 1,5,5.1,64.0489,-22.0617,Q3,26,0.25,Laminaria hyperborea,NA,NA,NA,92.5,70,NA,NA,NA,73,NA,NA,NA,12,13,554,37,10,NA,NA,414,NA,NA,NA,NA,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Laminaria
3,368,NA,45,5/03/2025,ICE 1,5,5.1,64.0489,-22.0617,Q4,1,0.25,Laminaria hyperborea,NA,NA,NA,68,62,NA,NA,NA,89,NA,NA,NA,12,NA,328,33.4,10,NA,NA,359,NA,NA,NA,NA,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Laminaria
4,85,NA,NA,6/05/2025,ICE 4,5,5.4,64.03145,-22.263751,Q6,93,0.25,Laminaria hyperborea,NA,NA,NA,67,51,NA,NA,NA,33,NA,NA,NA,62,NA,313,31.5,9,NA,NA,237,NA,NA,NA,55,NA,Palmaria epi mostly,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,Laminaria
3,221,NA,78,4/05/2025,ICE 3,5,5.1,64.04166,-22.127723,Q5,18,NA,Laminaria hyperborea,NA,NA,NA,75,57,40,NA,NA,26,15,NA,NA,35,NA,365,32,9,NA,NA,174,186,NA,NA,150,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,Laminaria
4,243,NA,89,4/05/2025,ICE 3,5,5.1,64.04166,-22.127723,Q6,NO number,NA,Laminaria hyperborea,NA,NA,NA,60,63,NA,NA,NA,38,NA,NA,NA,27,NA,233,27,9,NA,NA,193,NA,NA,NA,25,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,Laminaria
2,341,NA,36,5/03/2025,ICE 1,5,5.1,64.0489,-22.0617,Q2,6,0.25,Laminaria hyperborea,NA,NA,NA,70,10,5,NA,NA,26,2.5,NA,NA,293,NA,288,29,9,NA,NA,28,3,NA,NA,NA,NA,Damaged blade,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Laminaria
4,84,NA,NA,6/05/2025,ICE 4,5,5.4,64.03145,-22.263751,Q6,93,0.25,Laminaria hyperborea,NA,NA,NA,84,60,34,NA,NA,28,16,NA,NA,129,NA,359,34.5,8,NA,NA,269,128,NA,NA,234,NA,Palmaria epi mostly,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,Laminaria
2,180,NA,66,4/05/2025,ICE 3,5,5.1,64.04166,-22.127723,Q2,1,NA,Laminaria hyperborea,NA,NA,NA,53,45,NA,NA,NA,45,NA,NA,NA,13,NA,200,29,8,NA,NA,224,NA,NA,NA,NA,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,Laminaria
4,247,NA,NA,4/05/2025,ICE 3,5,5.1,64.04166,-22.127723,Q6,NO number,NA,Laminaria hyperborea,NA,NA,NA,57,68,NA,NA,NA,20,NA,NA,NA,34,NA,231,25,8,NA,NA,286,NA,NA,NA,49,NA,NA,Not reproductive,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,Laminaria
